Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SG/SF,Ryan Broekhoff (11695640),Ryan Broekhoff,11695640,SG/SF/F/G/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,DAL,2.34
PG/SG,Brad Wanamaker (11695645),Brad Wanamaker,11695645,PG/SG/G/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,5.25
SG,Jabari Bird (11695649),Jabari Bird,11695649,SG/G/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,0
PG,Walt Lemon Jr. (11695652),Walt Lemon Jr.,11695652,PG/G/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,0
PF,Semi Ojeleye (11695655),Semi Ojeleye,11695655,PF/F/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,5.21
PG,PJ Dozier (11695658),PJ Dozier,11695658,PG/G/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,0
PF,Guerschon Yabusele (11695661),Guerschon Yabusele,11695661,PF/F/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,4.56
C,Robert Williams (11695664),Robert Williams,11695664,C/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,5.45
PF/C,Daniel Theis (11695666),Daniel Theis,11695666,PF/C/F/UTIL,3000,BOS@DAL 11/24/2018 08:30PM ET,BOS,10.07
PF/C,Patrick Patterson (11695670),Patrick Patterson,11695670,PF/C/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,10.67
SG/SF,Alex Abrines (11695674),Alex Abrines,11695674,SG/SF/F/G/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,11.53
SG,Deonte Burton (11695679),Deonte Burton,11695679,SG/G/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,6.22
PF,Abdel Nader (11695682),Abdel Nader,11695682,PF/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,2.32
SG/SF,Andre Roberson (11695685),Andre Roberson,11695685,SG/SF/F/G/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,0
C,Tyler Davis (11695690),Tyler Davis,11695690,C/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,0
SF,Terrance Ferguson (11695692),Terrance Ferguson,11695692,SF/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,OKC,9
PF,Tyler Lydon (11695695),Tyler Lydon,11695695,PF/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,2.83
C,Thomas Welsh (11695698),Thomas Welsh,11695698,C/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,3.92
PG,DeVaughn Akoon-Purcell (11695700),DeVaughn Akoon-Purcell,11695700,PG/G/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,2.95
SF/PF,Jarred Vanderbilt (11695703),Jarred Vanderbilt,11695703,SF/PF/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,0
SF/PF,Michael Porter Jr. (11695707),Michael Porter Jr.,11695707,SF/PF/F/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,0
SG/SF,Torrey Craig (11695711),Torrey Craig,11695711,SG/SF/F/G/UTIL,3000,DEN@OKC 11/24/2018 08:00PM ET,DEN,9.23
