Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Chandler Parsons (11656732),Chandler Parsons,11656732,SF/PF/F/UTIL,3100,DAL@MEM 11/19/2018 08:00PM ET,MEM,9.83
PG,Jalen Brunson (11656736),Jalen Brunson,11656736,PG/G/UTIL,3100,DAL@MEM 11/19/2018 08:00PM ET,DAL,9.05
SG/SF,Luke Kennard (11656739),Luke Kennard,11656739,SG/SF/F/G/UTIL,3100,CLE@DET 11/19/2018 07:00PM ET,DET,10.58
C,Ante Zizic (11656744),Ante Zizic,11656744,C/UTIL,3100,CLE@DET 11/19/2018 07:00PM ET,CLE,7.46
PG,Milos Teodosic (11656746),Milos Teodosic,11656746,PG/G/UTIL,3100,LAC@ATL 11/19/2018 07:30PM ET,LAC,9.43
C,Drew Eubanks (11656749),Drew Eubanks,11656749,C/UTIL,3100,SA@NO 11/19/2018 08:00PM ET,SA,2
C,Jakob Poeltl (11656751),Jakob Poeltl,11656751,C/UTIL,3100,SA@NO 11/19/2018 08:00PM ET,SA,10.18
SF/PF,Darius Miller (11656753),Darius Miller,11656753,SF/PF/F/UTIL,3100,SA@NO 11/19/2018 08:00PM ET,NO,10.19
PG/SG,Jamal Crawford (11656757),Jamal Crawford,11656757,PG/SG/G/UTIL,3100,PHO@PHI 11/19/2018 07:00PM ET,PHO,8.75
PF/C,Amir Johnson (11656761),Amir Johnson,11656761,PF/C/F/UTIL,3100,PHO@PHI 11/19/2018 07:00PM ET,PHI,11.24
SF,Terrance Ferguson (11656765),Terrance Ferguson,11656765,SF/F/UTIL,3100,OKC@SAC 11/19/2018 10:00PM ET,OKC,9.68
SG/SF,Andre Roberson (11656768),Andre Roberson,11656768,SG/SF/F/G/UTIL,3100,OKC@SAC 11/19/2018 10:00PM ET,OKC,0
PF,Abdel Nader (11656773),Abdel Nader,11656773,PF/F/UTIL,3100,OKC@SAC 11/19/2018 10:00PM ET,OKC,2.46
C,Kosta Koufos (11656776),Kosta Koufos,11656776,C/UTIL,3100,OKC@SAC 11/19/2018 10:00PM ET,SAC,14.93
SG,Jaylen Morris (11656778),Jaylen Morris,11656778,SG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,0.75
SG,Sterling Brown (11656781),Sterling Brown,11656781,SG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,4.57
C,Christian Wood (11656784),Christian Wood,11656784,C/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,4.06
PF,D.J. Wilson (11656786),D.J. Wilson,11656786,PF/F/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,0
PG/SG,Matthew Dellavedova (11656789),Matthew Dellavedova,11656789,PG/SG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,5.75
SG,Jodie Meeks (11656793),Jodie Meeks,11656793,SG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,0
PG,Trevon Duval (11656796),Trevon Duval,11656796,PG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,MIL,0
SG/SF,Torrey Craig (11656799),Torrey Craig,11656799,SG/SF/F/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,9.56
PG,DeVaughn Akoon-Purcell (11656804),DeVaughn Akoon-Purcell,11656804,PG/G/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,3.44
C,Thomas Welsh (11656807),Thomas Welsh,11656807,C/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,2.75
PF,Tyler Lydon (11656809),Tyler Lydon,11656809,PF/F/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,2.5
SF/PF,Michael Porter Jr. (11656812),Michael Porter Jr.,11656812,SF/PF/F/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,0
SF/PF,Jarred Vanderbilt (11656816),Jarred Vanderbilt,11656816,SF/PF/F/UTIL,3000,DEN@MIL 11/19/2018 08:00PM ET,DEN,0
SG,Grayson Allen (11656820),Grayson Allen,11656820,SG/G/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,5.4
PG,Raul Neto (11656823),Raul Neto,11656823,PG/G/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,0
PF,Tyler Cavanaugh (11656826),Tyler Cavanaugh,11656826,PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,0
PG,Nazareth Mitrou-Long (11656829),Nazareth Mitrou-Long,11656829,PG/G/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,0
PF,Georges Niang (11656832),Georges Niang,11656832,PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,6.25
C,Tony Bradley (11656835),Tony Bradley,11656835,C/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,0
SF,Royce O'Neale (11656837),Royce O'Neale,11656837,SF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,9.14
C,Ekpe Udoh (11656840),Ekpe Udoh,11656840,C/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,3.38
SF/PF,Thabo Sefolosha (11656842),Thabo Sefolosha,11656842,SF/PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,UTA,6
SF/PF,Doug McDermott (11656846),Doug McDermott,11656846,SF/PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,8.73
PF/C,Kyle O'Quinn (11656850),Kyle O'Quinn,11656850,PF/C/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,8.64
PG,Edmond Sumner (11656854),Edmond Sumner,11656854,PG/G/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,1.25
PF/C,Ike Anigbogu (11656857),Ike Anigbogu,11656857,PF/C/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,2.75
PF,TJ Leaf (11656861),TJ Leaf,11656861,PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,4.03
PF,Alize Johnson (11656864),Alize Johnson,11656864,PF/F/UTIL,3000,UTA@IND 11/19/2018 07:00PM ET,IND,2.33
PG,Devonte' Graham (11656867),Devonte' Graham,11656867,PG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,CHA,5.17
PG,Joe Chealey (11656870),Joe Chealey,11656870,PG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,CHA,0
SG,J.P. Macura (11656873),J.P. Macura,11656873,SG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,CHA,0
PF/C,Frank Kaminsky (11656876),Frank Kaminsky,11656876,PF/C/F/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,CHA,4.15
C,Bismack Biyombo (11656880),Bismack Biyombo,11656880,C/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,CHA,7.22
PG/SG,Brad Wanamaker (11656882),Brad Wanamaker,11656882,PG/SG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,5.06
PG,Walt Lemon Jr. (11656886),Walt Lemon Jr.,11656886,PG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,0
SG,Jabari Bird (11656889),Jabari Bird,11656889,SG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,0
PF,Semi Ojeleye (11656892),Semi Ojeleye,11656892,PF/F/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,4.52
PG,PJ Dozier (11656895),PJ Dozier,11656895,PG/G/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,0
PF,Guerschon Yabusele (11656898),Guerschon Yabusele,11656898,PF/F/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,4.69
C,Robert Williams (11656901),Robert Williams,11656901,C/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,4.38
PF/C,Daniel Theis (11656903),Daniel Theis,11656903,PF/C/F/UTIL,3000,BOS@CHA 11/19/2018 07:00PM ET,BOS,9.56
PF,Ivan Rabb (11656907),Ivan Rabb,11656907,PF/F/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,MEM,6.12
PG/SG,Yuta Watanabe (11656910),Yuta Watanabe,11656910,PG/SG/G/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,MEM,4.25
PG,Jevon Carter (11656914),Jevon Carter,11656914,PG/G/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,MEM,0
SF,D.J. Stephens (11656917),D.J. Stephens,11656917,SF/F/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,MEM,0
PF,Ray Spalding (11656920),Ray Spalding,11656920,PF/F/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,DAL,0
SF,Kostas Antetokounmpo (11656923),Kostas Antetokounmpo,11656923,SF/F/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,DAL,0
C,Salah Mejri (11656926),Salah Mejri,11656926,C/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,DAL,3.5
SG/SF,Ryan Broekhoff (11656928),Ryan Broekhoff,11656928,SG/SF/F/G/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,DAL,2.92
PG,Daryl Macon (11656933),Daryl Macon,11656933,PG/G/UTIL,3000,DAL@MEM 11/19/2018 08:00PM ET,DAL,0
SG,Bruce Brown Jr. (11656936),Bruce Brown Jr.,11656936,SG/G/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,6.75
SG,Khyri Thomas (11656939),Khyri Thomas,11656939,SG/G/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,3
PF,Henry Ellenson (11656942),Henry Ellenson,11656942,PF/F/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,11.25
PG,Keenan Evans (11656945),Keenan Evans,11656945,PG/G/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,0
PG,Zach Lofton (11656948),Zach Lofton,11656948,PG/G/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,1.5
PG,Jose Calderon (11656951),Jose Calderon,11656951,PG/G/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,DET,6.28
PF/C,Channing Frye (11656954),Channing Frye,11656954,PF/C/F/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,CLE,7.92
PF,Billy Preston (11656958),Billy Preston,11656958,PF/F/UTIL,3000,CLE@DET 11/19/2018 07:00PM ET,CLE,0
SF/PF,Luc Richard Mbah a Moute (11656961),Luc Richard Mbah a Moute,11656961,SF/PF/F/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,8.94
C,Angel Delgado (11656965),Angel Delgado,11656965,C/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,0
SF,Johnathan Motley (11656967),Johnathan Motley,11656967,SF/F/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,0
SG,Sindarius Thornwell (11656970),Sindarius Thornwell,11656970,SG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,4.5
PG/SG,Tyrone Wallace (11656973),Tyrone Wallace,11656973,PG/SG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,5.97
SG,Jerome Robinson (11656977),Jerome Robinson,11656977,SG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,LAC,4.32
SF/PF,Justin Anderson (11656980),Justin Anderson,11656980,SF/PF/F/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,ATL,0
SG,Daniel Hamilton (11656984),Daniel Hamilton,11656984,SG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,ATL,0.5
PG,Jaylen Adams (11656987),Jaylen Adams,11656987,PG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,ATL,2.38
PG,Tyler Dorsey (11656990),Tyler Dorsey,11656990,PG/G/UTIL,3000,LAC@ATL 11/19/2018 07:30PM ET,ATL,7.03
PF,Chimezie Metu (11656993),Chimezie Metu,11656993,PF/F/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,SA,3.81
PG,Dejounte Murray (11656996),Dejounte Murray,11656996,PG/G/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,SA,0
SF,Quincy Pondexter (11656999),Quincy Pondexter,11656999,SF/F/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,SA,5.34
SG,Lonnie Walker IV (11657002),Lonnie Walker IV,11657002,SG/G/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,SA,0
SF/PF,Solomon Hill (11657005),Solomon Hill,11657005,SF/PF/F/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,10.16
PG/SG,Tim Frazier (11657009),Tim Frazier,11657009,PG/SG/G/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,7.89
PG,Frank Jackson (11657013),Frank Jackson,11657013,PG/G/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,6.25
PG,Trevon Bluiett (11657016),Trevon Bluiett,11657016,PG/G/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,0
SF,Kenrich Williams (11657019),Kenrich Williams,11657019,SF/F/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,2.25
C,Jahlil Okafor (11657022),Jahlil Okafor,11657022,C/UTIL,3000,SA@NO 11/19/2018 08:00PM ET,NO,7.29
PG,Elie Okobo (11657024),Elie Okobo,11657024,PG/G/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,11.77
PF/C,Ryan Anderson (11657027),Ryan Anderson,11657027,PF/C/F/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,11.21
SG,Troy Daniels (11657031),Troy Daniels,11657031,SG/G/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,8.25
SF,George King (11657034),George King,11657034,SF/F/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,0
PF,Dragan Bender (11657037),Dragan Bender,11657037,PF/F/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,2.17
SG,De'Anthony Melton (11657040),De'Anthony Melton,11657040,SG/G/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHO,8
PF,Jonah Bolden (11657043),Jonah Bolden,11657043,PF/F/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHI,5.29
PG,Shake Milton (11657046),Shake Milton,11657046,PG/G/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHI,0
C,Justin Patton (11657049),Justin Patton,11657049,C/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHI,0
PG,Demetrius Jackson (11657051),Demetrius Jackson,11657051,PG/G/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHI,0
SF,Zhaire Smith (11657054),Zhaire Smith,11657054,SF/F/UTIL,3000,PHO@PHI 11/19/2018 07:00PM ET,PHI,0
PF/C,Patrick Patterson (11657057),Patrick Patterson,11657057,PF/C/F/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,OKC,11.95
C,Tyler Davis (11657061),Tyler Davis,11657061,C/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,OKC,0
SG,Deonte Burton (11657063),Deonte Burton,11657063,SG/G/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,OKC,5.04
PF,Harry Giles (11657066),Harry Giles,11657066,PF/F/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,SAC,9.88
SF,Wenyen Gabriel (11657069),Wenyen Gabriel,11657069,SF/F/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,SAC,0
PF/C,Skal Labissiere (11657072),Skal Labissiere,11657072,PF/C/F/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,SAC,5.42
PF/C,Zach Randolph (11657076),Zach Randolph,11657076,PF/C/F/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,SAC,0
SG/SF,Ben McLemore (11657080),Ben McLemore,11657080,SG/SF/F/G/UTIL,3000,OKC@SAC 11/19/2018 10:00PM ET,SAC,3
