Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
119,1293051402,kangaroodrew32,0,274.75,PG Jrue Holiday G Zach LaVine F Nikola Mirotic SG Klay Thompson C Willie Cauley-Stein UTIL Buddy Hield SF Eric Gordon PF P.J. Tucker,,,
119,1293238843,michaelmbwc,0,274.75,PF Giannis Antetokounmpo SG James Harden PG Russell Westbrook F Dante Cunningham G Josh Okogie C Nerlens Noel UTIL Damian Jones SF Justin Jackson,,,
121,1293155891,matthewfiddler11,0,274.25,C Nikola Jokic PG Kyrie Irving SG DeMar DeRozan UTIL DeAndre Jordan SF Juancho Hernangómez G J.J. Barea PF Jerami Grant F Dorian Finney-Smith,,,
121,1293156720,boys4,0,274.25,SG James Harden UTIL Kyrie Irving C Clint Capela F Jabari Parker SF Cedi Osman G Eric Gordon PF P.J. Tucker PG Antonio Blakeney,,,
123,1293371661,Isaacsr555,0,274,SG James Harden PG De'Aaron Fox PF Nikola Mirotic C Willie Cauley-Stein SF Robert Covington G Eric Gordon F Markieff Morris UTIL Kelly Oubre Jr.,,,
124,1293033475,kmarto8,0,273.75,PG James Harden UTIL Nikola Jokic PF Rudy Gay F Buddy Hield G Collin Sexton C Brook Lopez SG Eric Gordon SF Bogdan Bogdanovic,,,
125,1293015512,daxfitz,0,272.5,G Bradley Beal PG Luka Doncic PF Nikola Mirotic SG Klay Thompson C Steven Adams SF Rudy Gay UTIL Quinn Cook F Markieff Morris,,,
126,1293354162,coreyj34,0,272,PG James Harden C Clint Capela SF Nikola Mirotic SG Dennis Schroder G Quinn Cook F Cedi Osman UTIL Eric Gordon PF Jerami Grant,,,
127,1293149135,Commish-1,0,271.75,C Karl-Anthony Towns PG John Wall PF LaMarcus Aldridge UTIL DeAndre Jordan SG Dennis Schroder SF Eric Gordon F Bogdan Bogdanovic G Antonio Blakeney,,,
128,1292965239,Livingyoung,0,270.75,PG Russell Westbrook UTIL DeAndre Jordan SF Jabari Parker C Willie Cauley-Stein G Buddy Hield PF Larry Nance Jr. F Dario Saric SG Rodney Hood,,,
128,1293174559,KirbyCat22,0,270.75,PG James Harden G Russell Westbrook SF Paul George C Brook Lopez SG Justin Holiday UTIL Iman Shumpert F Carmelo Anthony PF Maxi Kleber,,,
130,1292992015,LuckyDraftMaster,0,270.5,PG Russell Westbrook C Clint Capela SG Klay Thompson PF Al Horford F Otto Porter Jr. G Buddy Hield UTIL Nemanja Bjelica SF P.J. Tucker,,,
130,1293229410,Mlparis1,0,270.5,G Jrue Holiday PF LaMarcus Aldridge C Clint Capela PG Derrick Rose SF Robert Covington UTIL Malcolm Brogdon F Justin Holiday SG Eric Gordon,,,
132,1292882328,torkelson,0,269.25,G Russell Westbrook UTIL Kyrie Irving C Clint Capela SF Rudy Gay F Justin Holiday PF Marvin Bagley III SG Rodney Hood PG Patty Mills,,,
133,1293034813,DTappan,0,266.75,SG Jrue Holiday PG John Wall G Bradley Beal UTIL Willie Cauley-Stein SF Otto Porter Jr. C Wendell Carter Jr. F Dario Saric PF Taj Gibson,,,
134,1293172639,ronnied589,0,266.5,PG James Harden SG DeMar DeRozan SF Nikola Mirotic C Willie Cauley-Stein UTIL Collin Sexton F Cedi Osman PF Nemanja Bjelica G Bryn Forbes,,,
135,1292928510,rockk24,0,266.25,UTIL Jrue Holiday F LaMarcus Aldridge G Luka Doncic C Al Horford SF Otto Porter Jr. SG Buddy Hield PG Jordan Clarkson PF Jerami Grant,,,
135,1293099927,bear129,0,266.25,PG Russell Westbrook SG Zach LaVine C DeAndre Jordan UTIL Derrick Rose PF Marcus Morris SF Justin Holiday F Taj Gibson G Iman Shumpert,,,
137,1293121834,ddills,0,265,PF Giannis Antetokounmpo UTIL Kyrie Irving PG Luka Doncic C Wendell Carter Jr. G J.J. Barea SG Kelly Oubre Jr. F Taj Gibson SF Nemanja Bjelica,,,
138,1292967380,LuckyChi,0,263.25,SF Kevin Durant PG John Wall F Nikola Mirotic SG Derrick Rose PF Rudy Gay G Malcolm Brogdon UTIL Ersan Ilyasova C Aron Baynes,,,
138,1293040979,MIKET777,0,263.25,SF Giannis Antetokounmpo PG Russell Westbrook PF Paul George G Quinn Cook F Taj Gibson UTIL Ryan Arcidiacono SG Iman Shumpert C Aron Baynes,,,
140,1293092192,Strunkified,0,263,PG De'Aaron Fox SF Nikola Mirotic SG Derrick Rose F Jayson Tatum G Jeff Teague UTIL Dennis Schroder C Al Horford PF Otto Porter Jr.,,,
141,1292943371,BWhitten69,0,262.5,UTIL Zach LaVine C Clint Capela PF Nikola Mirotic F Andrew Wiggins G Jamal Murray SF Marcus Morris PG Jordan Clarkson SG Eric Gordon,,,
141,1293259046,key2tejas,0,262.5,PG James Harden UTIL John Wall C Clint Capela PF Nikola Mirotic SG Eric Gordon G Bogdan Bogdanovic F James Ennis III SF Pat Connaughton,,,
143,1293122792,jrog110,0,261.5,C Clint Capela F Julius Randle PG De'Aaron Fox PF Nikola Mirotic SG Klay Thompson UTIL Willie Cauley-Stein G Quinn Cook SF Bogdan Bogdanovic,,,
144,1293100494,thetripcolony,0,261.25,UTIL James Harden SG Eric Bledsoe PG Jamal Murray F Paul Millsap C Willie Cauley-Stein G E'Twaun Moore SF Jeff Green PF Taj Gibson,,,
145,1293146088,smoothBUCK,0,261,SG James Harden PG Russell Westbrook C Clint Capela PF Marvin Bagley III UTIL Jerami Grant F Taj Gibson SF Bogdan Bogdanovic G Shaquille Harrison,,,
146,1293269284,kswissersmoke,0,260.75,SG James Harden PG Russell Westbrook C Clint Capela F Cedi Osman G Eric Gordon PF Jonas Jerebko UTIL Ryan Arcidiacono SF Iman Shumpert,,,
147,1293013396,ylgardner,0,260.5,PG James Harden G Russell Westbrook C Willie Cauley-Stein UTIL Harrison Barnes F Marvin Bagley III SG Rodney Hood PF Taj Gibson SF Dorian Finney-Smith,,,
148,1293265354,forbesjm27,0,260,PF Giannis Antetokounmpo PG James Harden C LaMarcus Aldridge F Dario Saric SF Jerami Grant UTIL Jeff Green SG Pat Connaughton G Antonio Blakeney,,,
149,1293184565,tombennet7,0,258.75,C Karl-Anthony Towns PF LaMarcus Aldridge SF Nikola Mirotic PG Derrick Rose G Andrew Wiggins UTIL Wendell Carter Jr. F Eric Gordon SG David Nwaba,,,
150,1293038081,mgedwards,0,258,UTIL Giannis Antetokounmpo PG James Harden C Clint Capela SG Eric Gordon PF P.J. Tucker SF James Ennis III F Gerald Green G Michael Carter-Williams,,,
150,1293274607,jhk0050,0,258,PG Russell Westbrook SF Paul George UTIL Jeff Teague SG Dennis Schroder C Tristan Thompson F Cedi Osman G Rodney Hood PF Taj Gibson,,,
152,1293217025,dmill01,0,257.25,G John Wall UTIL Bradley Beal C Steven Adams PF Paul Millsap F Rudy Gay SG Jordan Clarkson PG Collin Sexton SF Cedi Osman,,,
153,1293377747,acevedo526,0,257,PG Russell Westbrook SG Jrue Holiday PF Paul George C Steven Adams SF Jerami Grant F Bogdan Bogdanovic UTIL Iman Shumpert G Patty Mills,,,
154,1293112535,VS21,0,256.75,SG James Harden C Clint Capela PG Derrick Rose PF Rudy Gay UTIL Tristan Thompson SF Cedi Osman G Rodney Hood F Nemanja Bjelica,,,
155,1293119424,omarbenitez,0,256.5,PG Kyrie Irving C LaMarcus Aldridge SG Derrick Rose F Rudy Gay PF Al Horford SF Otto Porter Jr. UTIL Wendell Carter Jr. G Justin Holiday,,,
156,1293238425,akaley,0,256,SG James Harden UTIL Karl-Anthony Towns C Nikola Jokic PG Quinn Cook PF Taj Gibson SF Nemanja Bjelica G Bogdan Bogdanovic F Kevon Looney,,,
156,1293362524,ThaBadGuy1906,0,256,PG Jrue Holiday F LaMarcus Aldridge SG Bradley Beal PF Julius Randle G Klay Thompson SF Wesley Matthews UTIL Nemanja Bjelica C Aron Baynes,,,
158,1293064138,paledragon,0,255,PG John Wall SF Paul George C Clint Capela SG Klay Thompson G Derrick Rose PF Taj Gibson F Nemanja Bjelica UTIL Bryn Forbes,,,
159,1293062558,hyperjakeel,0,254.75,F Giannis Antetokounmpo PG James Harden PF Nikola Mirotic C Wendell Carter Jr. G Quinn Cook UTIL Jonas Jerebko SG Tomas Satoransky SF Anthony Tolliver,,,
160,1292928028,TamesM,0,254.5,PG Russell Westbrook SF Khris Middleton PF Nikola Mirotic SG Klay Thompson C Willie Cauley-Stein G Eric Gordon F Jaylen Brown UTIL Taj Gibson,,,
161,1292959759,cuttabczu,0,254.25,C Nikola Jokic F DeMar DeRozan PG De'Aaron Fox PF Nikola Mirotic UTIL Buddy Hield G Quinn Cook SF Cedi Osman SG Bogdan Bogdanovic,,,
162,1293291096,CroatianSensation,0,254,UTIL Nikola Jokic SG DeMar DeRozan PG Luka Doncic SF Jayson Tatum C Wendell Carter Jr. G Quinn Cook F Dario Saric PF Taj Gibson,,,
163,1293191819,Mac2services,0,253.5,UTIL Zach LaVine C Clint Capela PG De'Aaron Fox SG Klay Thompson PF Paul Millsap SF Jabari Parker F Cedi Osman G Monte Morris,,,
163,1293247392,austxn,0,253.5,PG John Wall UTIL Zach LaVine C DeAndre Jordan G Khris Middleton SF Robert Covington SG E'Twaun Moore F Cedi Osman PF Kevon Looney,,,
165,1293202089,mchicon,0,253,SF Giannis Antetokounmpo PG James Harden SG Jrue Holiday UTIL Dario Saric F Taj Gibson G James Ennis III PF Jordan Bell C Cristiano Felicio,,,
166,1293327907,TheDraftWizard,0,252.75,PG Kyrie Irving SG Jrue Holiday C Clint Capela UTIL Jayson Tatum F Jabari Parker G Quinn Cook PF Nemanja Bjelica SF Bogdan Bogdanovic,,,
167,1293035660,xxxtheizxxx,0,252.25,F Giannis Antetokounmpo SG James Harden PG Luka Doncic C Willie Cauley-Stein PF Taj Gibson SF Trey Lyles G Patty Mills UTIL Gorgui Dieng,,,
168,1293098669,SOUTHSIDE4-1TX,0,252,G James Harden C Clint Capela UTIL Jeff Teague SG Dennis Schroder F Rudy Gay PG Collin Sexton PF Taj Gibson SF Bogdan Bogdanovic,,,
168,1293155111,petermao,0,252,PF LaMarcus Aldridge G Luka Doncic C DeAndre Jordan SF Nikola Mirotic PG Dennis Schroder SG E'Twaun Moore UTIL Malcolm Brogdon F Cedi Osman,,,
170,1293312909,pjnv,0,251.25,UTIL Kyrie Irving G John Wall F DeMar DeRozan SG Zach LaVine C Steven Adams SF Trey Lyles PG Tomas Satoransky PF Jordan Bell,,,
170,1293344963,robbieR1224,0,251.25,UTIL Anthony Davis PG Kyrie Irving G Derrick Rose C Brook Lopez SG Justin Holiday PF Dario Saric SF Eric Gordon F Marvin Bagley III,,,
172,1293107085,ryan3348,0,249.25,UTIL Jrue Holiday G John Wall PF LaMarcus Aldridge C Clint Capela F Jabari Parker SF Cedi Osman SG Iman Shumpert PG Patty Mills,,,
173,1293170479,MFerrero5,0,248,PG Russell Westbrook SF Kevin Durant SG Zach LaVine PF Paul Millsap C Wendell Carter Jr. F Gorgui Dieng G Antonio Blakeney UTIL Thon Maker,,,
174,1292923270,onawim,0,246,PG James Harden C Nikola Jokic SG Klay Thompson SF Robert Covington G Dennis Smith Jr. F Eric Gordon PF Jerami Grant UTIL Marcus Smart,,,
175,1292983242,Luke1010,0,245.25,PG Kyrie Irving SG Zach LaVine UTIL DeAndre Jordan G De'Aaron Fox F Jayson Tatum PF Marcus Morris SF Jaylen Brown C Aron Baynes,,,
176,1293385997,mjdaking23,0,242.75,PG James Harden C Nikola Jokic SG Klay Thompson G Dennis Schroder SF E'Twaun Moore UTIL Rodney Hood PF Taj Gibson F Marco Belinelli,,,
177,1293060260,jparnes,0,241.5,PG Jrue Holiday F LaMarcus Aldridge C Clint Capela G Derrick Rose PF Jabari Parker SF Harrison Barnes UTIL Cedi Osman SG Tomas Satoransky,,,
178,1293182635,1960yankees,0,236.5,UTIL Klay Thompson C Steven Adams G Derrick Rose SF Andrew Wiggins PF Jayson Tatum F Paul Millsap PG Dennis Schroder SG Buddy Hield,,,
179,1293339853,rpersin,0,235.75,SG Jrue Holiday PF LaMarcus Aldridge UTIL Bradley Beal PG Luka Doncic SF Khris Middleton C Wendell Carter Jr. G Tomas Satoransky F Davis Bertans,,,
180,1292988880,March1,0,234.5,F LaMarcus Aldridge PF Julius Randle PG De'Aaron Fox SG Klay Thompson SF Andrew Wiggins C Willie Cauley-Stein G Buddy Hield UTIL Trey Lyles,,,
181,1292957272,litkim,0,233.75,PG James Harden C Clint Capela SG Andrew Wiggins PF Al Horford SF Otto Porter Jr. F Marcus Morris G Quinn Cook UTIL Gary Clark,,,
181,1293063901,davethesave50,0,233.75,PG John Wall G Bradley Beal PF Julius Randle F Andrew Wiggins C Willie Cauley-Stein SF Robert Covington SG Kelly Oubre Jr. UTIL Taj Gibson,,,
183,1293285663,Bidd3r,0,230.5,PF Anthony Davis PG James Harden C Clint Capela SF Eric Gordon UTIL Marvin Bagley III F Jaylen Brown G Ryan Arcidiacono SG Malik Beasley,,,
184,1293025802,ratm182,0,229.5,UTIL Russell Westbrook C Karl-Anthony Towns G John Wall SF Andrew Wiggins SG Rodney Hood F Bogdan Bogdanovic PF Kevon Looney PG Antonio Blakeney,,,
184,1293068092,jeffcross13,0,229.5,F Anthony Davis UTIL Giannis Antetokounmpo G Buddy Hield PG Quinn Cook PF Dario Saric SF Jerami Grant SG Rodney Hood C Aron Baynes,,,
186,1293195418,Babybeau913,0,228.5,SG DeMar DeRozan PF LaMarcus Aldridge SF Khris Middleton PG De'Aaron Fox UTIL Willie Cauley-Stein C Wendell Carter Jr. G Justin Holiday F Taj Gibson,,,
187,1293398291,JamesTravis,0,223.75,C Anthony Davis G Jrue Holiday PF Julius Randle UTIL Dennis Schroder PG Collin Sexton SF Jeff Green SG Bogdan Bogdanovic F Mason Plumlee,,,
188,1293180681,Dirks_Knee,0,223,F Anthony Davis PG James Harden SF Paul George UTIL Marvin Bagley III PF Nemanja Bjelica SG Iman Shumpert G Pat Connaughton C Thomas Bryant,,,
189,1293223430,dmarek11,0,222.75,PG Kyrie Irving SG Jrue Holiday G John Wall UTIL Zach LaVine F Cedi Osman PF Taj Gibson SF Bogdan Bogdanovic C Thomas Bryant,,,
190,1293173508,franklee16,0,222.25,UTIL Russell Westbrook SG Klay Thompson PG Derrick Rose SF Andrew Wiggins PF Jayson Tatum F Paul Millsap C Kevon Looney G Patty Mills,,,
191,1293003648,aronowm2,0,218.5,F Giannis Antetokounmpo PG De'Aaron Fox SG Andrew Wiggins UTIL Willie Cauley-Stein G Jordan Clarkson C Brook Lopez SF Cedi Osman PF Markieff Morris,,,
192,1293004607,reikojohns1,0,215.25,UTIL Luka Doncic F Andrew Wiggins SG Jamal Murray SF Jayson Tatum PF Paul Millsap PG Jeff Teague G Dennis Schroder C Willie Cauley-Stein,,,
193,1292937229,PlanA,0,214.75,C LaMarcus Aldridge PG Derrick Rose SG Andrew Wiggins SF Jayson Tatum PF Paul Millsap G Dennis Schroder UTIL Robert Covington F Buddy Hield,,,
194,1292954616,packerbackerdale,0,214.5,C Anthony Davis SF Giannis Antetokounmpo PG Eric Bledsoe SG Derrick Rose UTIL Dorian Finney-Smith G Pat Connaughton PF Ersan Ilyasova F Mason Plumlee,,,
195,1293184037,JamesWilder3127,0,213,PG Zach LaVine PF LaMarcus Aldridge SG Bradley Beal G De'Aaron Fox SF Nikola Mirotic F Andrew Wiggins C Kevon Looney UTIL Aron Baynes,,,
196,1292902379,tzargilly,0,209.25,PG Russell Westbrook PF LaMarcus Aldridge SF Khris Middleton SG Dennis Schroder UTIL Willie Cauley-Stein G Malcolm Brogdon F Taj Gibson C Aron Baynes,,,
197,1292892803,bulldog2448,0,204.5,PF Anthony Davis SG DeMar DeRozan SF Nikola Mirotic G Klay Thompson PG Dennis Schroder UTIL Bogdan Bogdanovic F Dorian Finney-Smith C Gorgui Dieng,,,
198,1292872005,JediElvis,0,196.5,F Khris Middleton UTIL Nikola Mirotic G Andrew Wiggins PG Jamal Murray SF Jayson Tatum PF Rudy Gay C Willie Cauley-Stein SG Gordon Hayward,,,
199,1293308667,krisxsaosin,0,0,,,,
199,1293359904,IMABEAST123456,0,0,,,,
