Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
118,1297480360,whonate,0,272.75,PG Jrue Holiday C Nikola Vucevic SG Zach LaVine PF Julius Randle SF Nikola Mirotic UTIL Brook Lopez G Aaron Holiday F Pat Connaughton,,Guerschon Yabusele,F,0.50%,0
120,1297772806,gatekeepe39406,0,272.5,F Kevin Durant G Kemba Walker SG Derrick Rose SF Jeremy Lamb PF Otto Porter Jr. UTIL Marcus Smart C Cody Zeller PG Aaron Holiday,,Tony Parker,G,0.50%,27.25
121,1297452166,JRob_Base,0,271.75,UTIL Kemba Walker F Nikola Mirotic SF Joe Ingles SG Andrew Wiggins PF Robert Covington G Jeremy Lamb PG Malcolm Brogdon C Derrick Favors,,Dwayne Bacon,G,0.50%,0
122,1297432035,BSims11,0,271.5,C Nikola Vucevic SG Zach LaVine PG Ricky Rubio UTIL Jayson Tatum G Andrew Wiggins F Al Horford SF Evan Fournier PF Derrick Favors,,Jerian Grant,G,0.50%,6
123,1297900355,Hagstrom,0,271.25,C Anthony Davis SG Zach LaVine PG Ricky Rubio PF Rudy Gay F Tyreke Evans UTIL Justin Holiday SF Eric Gordon G Aaron Holiday,,Jason Smith,F,0.50%,0
124,1297489328,Double_Bs,0,270,PG Kemba Walker F DeMar DeRozan G Klay Thompson UTIL Jabari Parker SG Gordon Hayward C Al Horford PF P.J. Tucker SF Marco Belinelli,,Anthony Tolliver,F,0.50%,0
125,1297414424,pclesnare89,0,269.75,PF Giannis Antetokounmpo F Anthony Davis SF Rudy Gay C Al Horford SG Marcus Smart PG Terry Rozier UTIL Bryn Forbes G Patty Mills,,Alfonzo McKinnie,F,0.50%,0
126,1297442014,MichaelB9B,0,269,UTIL DeMar DeRozan G Klay Thompson PF Jayson Tatum C Tristan Thompson SG Joe Ingles F Robert Covington SF Gordon Hayward PG Marcus Smart,,Chimezie Metu,F,0.50%,0
126,1297915587,fredfredmk,0,269,PF Kevin Durant C Nikola Vucevic SF Aaron Gordon G Evan Fournier UTIL Cedi Osman PG Quinn Cook F Derrick Favors SG Terrence Ross,,,
128,1297455900,yuggy15,0,268.25,PG Kyrie Irving UTIL Nikola Vucevic PF Julius Randle C Tristan Thompson SG Jeremy Lamb SF Gordon Hayward F Evan Fournier G Malik Monk,,,
129,1297376800,taybebe233,0,267.25,SF Giannis Antetokounmpo SG Klay Thompson PG Ricky Rubio G Joe Ingles UTIL Tyreke Evans C Larry Nance Jr. PF Taj Gibson F Terrence Ross,,,
130,1297496155,jeffjazz,0,266,PG Jrue Holiday C LaMarcus Aldridge SG Joe Ingles PF Robert Covington SF Otto Porter Jr. UTIL Al Horford G Malcolm Brogdon F Evan Fournier,,,
131,1297655688,HyunaBubblePop,0,265.75,PG Zach LaVine PF Jayson Tatum SF Jabari Parker UTIL Rudy Gay C Tristan Thompson SG Joe Ingles G Jeremy Lamb F Gordon Hayward,,,
132,1298031050,MAKAVELI003,0,265.5,PG Kemba Walker SG Bradley Beal UTIL Klay Thompson F Jayson Tatum SF Joe Ingles G Malcolm Brogdon PF Derrick Favors C Aron Baynes,,,
133,1297737061,bezerrinho209,0,264.5,C Nikola Vucevic G Zach LaVine PF Julius Randle SF Jabari Parker PG Collin Sexton SG Tyreke Evans UTIL Cedi Osman F Bojan Bogdanovic,,,
134,1297426879,tiny8469,0,264.25,SF Giannis Antetokounmpo PG James Harden SG Jrue Holiday G Bryn Forbes F Kevon Looney PF Dante Cunningham UTIL Marco Belinelli C Davis Bertans,,,
135,1297525861,jonwes30,0,264,SG Jrue Holiday C Nikola Vucevic PF Domantas Sabonis G Ricky Rubio SF Jabari Parker UTIL Evan Fournier F Justin Holiday PG Aaron Holiday,,,
136,1297899991,chefmed804,0,263.5,SG DeMar DeRozan UTIL Klay Thompson PG Eric Bledsoe SF Nikola Mirotic C Al Horford PF Dario Saric F Justin Holiday G Bojan Bogdanovic,,,
137,1298083960,yeetboi2018,0,263.25,G DeMar DeRozan PF Julius Randle F Domantas Sabonis PG Ricky Rubio SF Otto Porter Jr. C Myles Turner UTIL Eric Gordon SG Bojan Bogdanovic,,,
138,1297622318,torkelson,0,262.75,C Clint Capela PF Julius Randle G Ricky Rubio SF Jabari Parker UTIL Tristan Thompson PG Collin Sexton SG Justin Holiday F Bojan Bogdanovic,,,
139,1297742807,Neely123,0,262.5,PG Kemba Walker SG DeMar DeRozan SF Jabari Parker C Tristan Thompson PF Otto Porter Jr. UTIL Brook Lopez G Bojan Bogdanovic F Taj Gibson,,,
140,1297494099,wyncoop2,0,262.25,SF Kevin Durant UTIL Clint Capela PG Zach LaVine SG Jordan Clarkson G Evan Fournier C Derrick Favors PF Taj Gibson F Jonathan Isaac,,,
141,1297544685,Babybeau913,0,262,PG Kemba Walker G Kyrie Irving SG Zach LaVine UTIL Wendell Carter Jr. F Nicolas Batum SF Justin Holiday C Derrick Favors PF Taj Gibson,,,
142,1297612040,cuttabczu,0,261.5,PG Kemba Walker PF LaMarcus Aldridge C Nikola Vucevic UTIL Eric Bledsoe SF Jeremy Lamb SG Malcolm Brogdon G Malik Monk F Frank Kaminsky,,,
143,1297423463,MitchMorris99,0,261.25,PG Kemba Walker G Klay Thompson PF Jayson Tatum UTIL Rudy Gay SG Gordon Hayward C Al Horford SF Cedi Osman F Eric Gordon,,,
144,1297470019,Daily3,0,261,F Julius Randle PG Derrick Rose PF Jayson Tatum G Jeff Teague C Tristan Thompson SG Andrew Wiggins SF Robert Covington UTIL Malcolm Brogdon,,,
145,1297435597,nickie2345,0,260.5,SF Kevin Durant G Kyrie Irving SG Klay Thompson PF Aaron Gordon PG Quinn Cook F Carmelo Anthony UTIL Jonathan Isaac C Mohamed Bamba,,,
146,1297477214,mburr,0,260.25,SF Aaron Gordon PG Derrick Rose UTIL Jayson Tatum PF Jabari Parker C Tristan Thompson SG Andrew Wiggins F Robert Covington G Jeremy Lamb,,,
147,1297555792,Arsenal_1985,0,259.5,PG James Harden UTIL Zach LaVine SG Khris Middleton F E'Twaun Moore PF Marcus Morris SF Nicolas Batum G Bojan Bogdanovic C Guillermo Hernangómez,,,
148,1297434453,ChrisTheGoat123,0,259.25,SF Giannis Antetokounmpo C Karl-Anthony Towns G Andrew Wiggins SG Tyreke Evans PF Dario Saric F Eric Gordon PG Darren Collison UTIL Jonathon Simmons,,,
148,1297626821,jimmymead42,0,259.25,PG Jrue Holiday C Nikola Vucevic SG Khris Middleton SF Jayson Tatum G Joe Ingles PF Al Horford F Cedi Osman UTIL Miles Bridges,,,
150,1297457197,adsbanker1,0,258.75,G Bradley Beal PG Eric Bledsoe F Jayson Tatum PF Jabari Parker SG Joe Ingles SF Andrew Wiggins C Al Horford UTIL Evan Fournier,,,
151,1297466695,aronowm2,0,258,UTIL Kevin Durant PG Jrue Holiday C Julius Randle SF Nikola Mirotic G Quinn Cook SG Rodney Hood PF Marvin Williams F Cheick Diallo,,,
151,1297811951,GotEm333,0,258,SF Giannis Antetokounmpo PG James Harden F Nikola Mirotic PF Dario Saric UTIL Brook Lopez C Cody Zeller SG Malik Monk G Dwayne Bacon,,,
153,1297754552,3WildDogs,0,257.75,PG Jrue Holiday SG Zach LaVine PF Julius Randle UTIL Nikola Mirotic SF Jeremy Lamb F Otto Porter Jr. G Marcus Smart C Cody Zeller,,,
154,1297469817,Grinderman77,0,257.25,PF Giannis Antetokounmpo SF Kevin Durant G Kyrie Irving UTIL Kelly Oubre Jr. PG Patty Mills F David Nwaba SG Austin Rivers C Thomas Bryant,,,
154,1297528583,bulldog2448,0,257.25,PG Kemba Walker G Khris Middleton SG Bradley Beal SF Andrew Wiggins UTIL Malcolm Brogdon PF Dario Saric F Justin Holiday C Brook Lopez,,,
154,1297972840,crowbird,0,257.25,G DeMar DeRozan C Nikola Vucevic F Nikola Mirotic PF Jabari Parker SF Otto Porter Jr. UTIL Gordon Hayward SG Jordan Clarkson PG D.J. Augustin,,,
157,1297416987,jpc0757,0,256.5,SF Giannis Antetokounmpo F Rudy Gay UTIL Tristan Thompson PF Al Horford PG Malcolm Brogdon G Evan Fournier C Wendell Carter Jr. SG Justin Holiday,,,
158,1297856147,hwkn,0,256.25,G Ricky Rubio PF Jayson Tatum F Jabari Parker SF Rudy Gay PG Jeff Teague C Tristan Thompson SG Joe Ingles UTIL Robert Covington,,,
159,1297813667,bkr516,0,252,G Bradley Beal UTIL Aaron Gordon F Nikola Mirotic PG Jeff Teague C Tristan Thompson SG Jeremy Lamb PF Al Horford SF Evan Fournier,,,
160,1297602983,moto4583,0,251.75,PG Kemba Walker SG DeMar DeRozan PF Nikola Mirotic SF Jabari Parker C Tristan Thompson UTIL Rodney Hood G Kelly Oubre Jr. F Jae Crowder,,,
161,1297802819,Dman321,0,251.5,SG DeMar DeRozan PG Jrue Holiday PF LaMarcus Aldridge C Nikola Vucevic SF Nikola Mirotic G Tony Parker F Carmelo Anthony UTIL Shaquille Harrison,,,
161,1297919349,korvac2015,0,251.5,F Giannis Antetokounmpo PG Kyrie Irving SF Jayson Tatum SG Gordon Hayward PF Al Horford UTIL Evan Fournier G Marcus Smart C Daniel Theis,,,
163,1297978470,non909,0,251.25,SF DeMar DeRozan PF Julius Randle SG Bradley Beal PG Derrick Rose G Collin Sexton C Al Horford F Bojan Bogdanovic UTIL D.J. Augustin,,,
164,1297454661,edwintoni,0,250.75,SF Giannis Antetokounmpo PG Kemba Walker G Eric Bledsoe SG Jeremy Lamb PF Derrick Favors F Jeff Green UTIL Patty Mills C Davis Bertans,,,
165,1297376698,dorianxyz,0,250.5,PG Eric Bledsoe SF Nikola Mirotic SG Derrick Rose PF Jabari Parker G Jeff Teague UTIL Tristan Thompson F Al Horford C Wendell Carter Jr.,,,
165,1297615745,theerins,0,250.5,SG James Harden PG Kemba Walker SF Jayson Tatum PF Rudy Gay G Evan Fournier C Brook Lopez F Andre Iguodala UTIL Robin Lopez,,,
167,1297377407,Turboshowtime,0,249.25,UTIL Karl-Anthony Towns SG Klay Thompson PF Jabari Parker SF Robert Covington F Otto Porter Jr. G E'Twaun Moore C Derrick Favors PG Cory Joseph,,,
168,1297441792,Ritzy,0,249,F DeMar DeRozan G Derrick Rose PF Jayson Tatum C Tristan Thompson SF Joe Ingles PG Collin Sexton SG Gordon Hayward UTIL Eric Gordon,,,
169,1297466301,treyjordan,0,248.5,PG Jrue Holiday C Nikola Vucevic SG Zach LaVine UTIL Aaron Gordon SF Jabari Parker F Dario Saric PF Thaddeus Young G D.J. Augustin,,,
170,1297616647,jjasper15,0,248.25,PG Kemba Walker SG Bradley Beal UTIL Jabari Parker F Andrew Wiggins G Gordon Hayward PF Al Horford SF Evan Fournier C Derrick Favors,,,
170,1297827972,Battlefoot,0,248.25,SF Giannis Antetokounmpo UTIL Bradley Beal PG Ricky Rubio F Jabari Parker SG Gordon Hayward PF Derrick Favors G Bryn Forbes C Kevon Looney,,,
172,1297410943,Cretz,0,248,SG Jrue Holiday UTIL Zach LaVine F Khris Middleton G Derrick Rose C Wendell Carter Jr. PF Larry Nance Jr. SF Justin Holiday PG Aaron Holiday,,,
172,1297583222,melmarco,0,248,SF Kevin Durant SG Klay Thompson PG Derrick Rose F Jayson Tatum G Evan Fournier UTIL Wendell Carter Jr. PF Jonas Jerebko C Cody Zeller,,,
174,1297427764,meeks4,0,247.25,UTIL Kyrie Irving G DeMar DeRozan SG Klay Thompson F Aaron Gordon SF Jayson Tatum PF Taj Gibson PG D.J. Augustin C Davis Bertans,,,
175,1297838985,JamesWilder3127,0,246,PF Nikola Mirotic PG Ricky Rubio F Jabari Parker SF Rudy Gay G Jeff Teague UTIL Tristan Thompson SG Joe Ingles C Al Horford,,,
176,1297471267,BusterOnly,0,245.5,PF LaMarcus Aldridge F Julius Randle PG Derrick Rose C Tristan Thompson SG Jeremy Lamb SF Otto Porter Jr. G Tyreke Evans UTIL Quinn Cook,,,
177,1297699324,FonceJones22,0,245.25,PG Kyrie Irving SG DeMar DeRozan F Nikola Mirotic G Ricky Rubio PF Rudy Gay SF Jeremy Lamb C Cody Zeller UTIL Tomas Satoransky,,,
178,1297521699,shay9697,0,243,SG DeMar DeRozan G Jrue Holiday PF LaMarcus Aldridge C Tristan Thompson SF Joe Ingles F Gordon Hayward PG Bryn Forbes UTIL Marco Belinelli,,,
179,1297429842,woodennickelz,0,242.75,C Karl-Anthony Towns PG Kemba Walker G Ricky Rubio SF Andrew Wiggins SG Eric Gordon PF Derrick Favors UTIL Taj Gibson F Jae Crowder,,,
180,1297789440,lilmanakacal,0,240,PG James Harden C Clint Capela SG Klay Thompson SF Aaron Gordon G Andrew Wiggins PF Jonas Jerebko F J.R. Smith UTIL Shaun Livingston,,,
180,1298062469,1960yankees,0,240,UTIL Domantas Sabonis PG Derrick Rose G Ricky Rubio F Jabari Parker SF Rudy Gay C Tristan Thompson SG Joe Ingles PF Al Horford,,,
182,1297426680,D420h,0,239.75,UTIL Karl-Anthony Towns PF Domantas Sabonis PG Ricky Rubio G Jeff Teague C Tristan Thompson F Robert Covington SF Evan Fournier SG Malik Monk,,,
183,1297783739,magic_johnson_sick,0,238.25,PF Giannis Antetokounmpo C Karl-Anthony Towns PG Ricky Rubio SG Evan Fournier F E'Twaun Moore UTIL D.J. Augustin SF Marvin Williams G Ryan Arcidiacono,,,
184,1297724508,AdamDelRio,0,238,SF Giannis Antetokounmpo SG James Harden C Anthony Davis UTIL Patty Mills PG Isaiah Briscoe G Jacob Evans III F Guerschon Yabusele PF Daniel Theis,,,
185,1297850605,CSILV2,0,236.5,SF DeMar DeRozan SG Klay Thompson UTIL Rudy Gobert PF Jabari Parker PG Collin Sexton C Al Horford F E'Twaun Moore G Marcus Smart,,,
186,1297576428,jrich625,0,233.5,PG Kyrie Irving F Nikola Mirotic SG Derrick Rose PF Rudy Gay SF Otto Porter Jr. G Collin Sexton C Wendell Carter Jr. UTIL Bojan Bogdanovic,,,
187,1297442060,fenceworks,0,231,PG Kemba Walker PF Julius Randle C Rudy Gobert F Nikola Mirotic G Jeremy Lamb UTIL Evan Fournier SF Justin Holiday SG Malik Monk,,,
188,1297650554,ScottHulina,0,230.75,F LaMarcus Aldridge PG Chris Paul PF Jayson Tatum C Tristan Thompson SG Joe Ingles G Gordon Hayward SF Marcus Morris UTIL Brook Lopez,,,
189,1297816149,GreenMango44,0,229.5,C Julius Randle PF Nikola Mirotic SF Jabari Parker UTIL Tristan Thompson SG Joe Ingles PG Collin Sexton G Malcolm Brogdon F E'Twaun Moore,,,
190,1297427717,mustang1100,0,223.5,UTIL Kemba Walker PF Julius Randle PG Derrick Rose C Tristan Thompson SF Gordon Hayward G Malcolm Brogdon SG E'Twaun Moore F Terrence Ross,,,
191,1297634204,Thebeav4,0,222.25,F Khris Middleton UTIL Nikola Mirotic PG Derrick Rose G Ricky Rubio SF Joe Ingles SG Andrew Wiggins PF Al Horford C Wendell Carter Jr.,,,
192,1297531098,goodbet1,0,217.75,UTIL Giannis Antetokounmpo C Karl-Anthony Towns G Malcolm Brogdon SF Evan Fournier PF Marcus Morris F Jaylen Brown PG Marcus Smart SG Alec Burks,,,
193,1297444641,ItsMLB,0,217,F Giannis Antetokounmpo G Jrue Holiday UTIL Ricky Rubio PF Otto Porter Jr. PG Quinn Cook C Myles Turner SG Alec Burks SF David Nwaba,,,
194,1297877120,PINTO3RD,0,215.75,SG DeMar DeRozan PG Jrue Holiday C Nikola Vucevic UTIL Rudy Gobert PF Nikola Mirotic SF Evan Fournier F Anthony Tolliver G Shaun Livingston,,,
195,1297897649,Mgmartinez,0,212.25,PG Kemba Walker SF DeMar DeRozan PF Julius Randle C Tristan Thompson SG Jordan Clarkson UTIL E'Twaun Moore F Jae Crowder G Kyle Korver,,,
196,1297473193,packerbackerdale,0,201,SF Giannis Antetokounmpo C Karl-Anthony Towns SG Khris Middleton PG Eric Bledsoe G Andre Iguodala PF Gorgui Dieng F Pat Connaughton UTIL Josh Okogie,,,
197,1297462092,Wolverine2128,0,200,SF Giannis Antetokounmpo PF Julius Randle C Rudy Gobert G Derrick Rose PG Collin Sexton UTIL Thaddeus Young SG Bryn Forbes F Frank Kaminsky,,,
198,1297848932,paedddyyy,0,193.75,C Rudy Gobert F Nikola Mirotic UTIL Derrick Rose PG Ricky Rubio PF Rudy Gay SG Joe Ingles G Malcolm Brogdon SF Evan Fournier,,,
199,1297481979,C.Elke,0,0,,,,
199,1298029116,T_bo,0,0,,,,
